^SPX (Standard & Poors 500 Index),2933.68,0.0001,,,,,,,,,,,
Apr 24 2019 @ 05:45 ET,Bid,2904.86,Ask,2953.74,Size,1x1,Vol,,,,,,
SPXW190628C02945000,0,0,48,49.4,0,184,SPXW190628P02945000,0,0,55.3,56.7,0,16
SPXW190628C02950000,45.1,11.7,45.2,46.4,1311,6686,SPXW190628P02950000,58,-13.9,57.2,58.9,1323,1410
SPXW190628C02955000,43.1,12.05,42.4,43.7,11,259,SPXW190628P02955000,67.6,-6.95,59.5,61,8,13
SPXW190628C02960000,39.44,10.59,39.7,41,1,321,SPXW190628P02960000,0,0,61.6,63.3,0,2
SPXW190628C02965000,37.1,10.35,37.1,38.4,35,325,SPXW190628P02965000,0,0,63.9,65.7,0,20
SPXW190628C02970000,34.6,9.85,34.7,35.7,61,1070,SPXW190628P02970000,0,0,66.5,68.3,0,1
SPXW190628C02975000,31.53,8.68,32.3,33.3,526,2316,SPXW190628P02975000,0,0,68.9,70.9,0,362
SPXW190628C02980000,29.9,8.85,30,31,39,264,SPXW190628P02980000,0,0,71.7,73.6,0,2
SPXW190628C02985000,26.3,6.95,27.8,28.8,17,123,SPXW190628P02985000,75.3,-17.4,74.4,76.4,1,3
SPXW190628C02990000,25.9,8.15,25.8,26.7,39,1272,SPXW190628P02990000,78,-18.05,77.3,79.4,1,8
SPXW190628C02995000,23.9,7.6,23.9,24.7,50,1567,SPXW190628P02995000,81.5,-18.05,80.3,82.4,5,6
SPXW190628C03000000,22.06,7.11,22.1,22.9,5943,11343,SPXW190628P03000000,83.2,-20.05,83.4,85.6,1,42
SPXW190628C03005000,19.7,6.05,20.3,21.1,79,458,SPXW190628P03005000,88.1,-18.85,86.4,88.8,1,1
SPXW190628C03010000,18.2,5.65,18.7,19.4,301,1513,SPXW190628P03010000,91.1,-19.65,89.7,92.2,1,1
SPXW190628C03015000,16.7,5.25,17.2,17.9,669,1199,SPXW190628P03015000,0,0,93.1,95.7,0,0
SPXW190628C03020000,15.36,4.91,15.8,16.5,48,1282,SPXW190628P03020000,0,0,96.6,99.3,0,0
SPXW190628C03025000,14.35,4.8,14.5,15.1,17,1088,SPXW190628P03025000,0,0,100.2,103,0,4
SPXW190628C03030000,13,4.25,13.3,13.9,18,116,SPXW190628P03030000,0,0,104.2,106.8,0,0
SPXW190628C03035000,12.6,4.6,12.1,12.8,2,15,SPXW190628P03035000,0,0,108,110.6,0,0
SPXW190628C03040000,11.2,3.9,11.1,11.7,17,194,SPXW190628P03040000,0,0,111.9,114.6,0,0
SPXW190628C03045000,0,0,10.2,10.8,0,124,SPXW190628P03045000,0,0,115.9,118.7,0,0
SPXW190628C03050000,9.1,2.95,9.3,9.9,27,2407,SPXW190628P03050000,0,0,119.7,122.8,0,0
SPXW190628C03055000,0,0,8.5,9.1,0,82,SPXW190628P03055000,0,0,123.9,126.8,0,0
SPXW190628C03060000,7.65,2.45,7.8,8.3,10,466,SPXW190628P03060000,0,0,128.1,131,0,0
SPXW190628C03065000,0,0,7.2,7.6,0,722,SPXW190628P03065000,0,0,132.4,135.4,0,0
SPXW190628C03070000,0,0,6.5,7,0,90,SPXW190628P03070000,0,0,137,140,0,0
SPXW190628C03075000,5.88,1.78,6,6.5,6168,8145,SPXW190628P03075000,0,0,141.4,144.4,0,0
SPXW190628C03080000,5.56,1.76,5.5,5.9,2683,2685,SPXW190628P03080000,0,0,145.8,148.9,0,0
SPXW190628C03090000,3.8,0.55,4.7,5.1,9,126,SPXW190628P03090000,0,0,154.7,157.8,0,0
SPXW190628C03100000,4,1.175,3.9,4.4,120,5690,SPXW190628P03100000,0,0,164.1,167.3,0,9
SPXW190628C03110000,3.5,1.025,3.4,3.8,41,181,SPXW190628P03110000,0,0,173.2,176.7,0,0
SPXW190628C03120000,0,0,2.9,3.3,0,161,SPXW190628P03120000,0,0,182.6,185.9,0,0
SPXW190628C03125000,2.9,0.85,2.7,3.1,43,397,SPXW190628P03125000,0,0,187.6,190.9,0,1
SPXW190628C03130000,2.6,0.675,2.5,2.85,50,69,SPXW190628P03130000,0,0,192.2,195.7,0,0
SPXW190628C03140000,1.8,0,2.15,2.5,122,122,SPXW190628P03140000,0,0,202,205.3,0,0
SPXW190628C03150000,2.12,0.595,1.9,2.2,1183,1405,SPXW190628P03150000,0,0,211.4,214.8,0,0
SPXW190628C03175000,1.65,0.475,1.35,1.6,4,2730,SPXW190628P03175000,0,0,235.7,239.1,0,0
SPXW190628C03200000,0,0,0.95,1.25,0,1210,SPXW190628P03200000,0,0,260.2,263.6,0,0
SPXW190628C03250000,0,0,0.55,0.8,0,1229,SPXW190628P03250000,0,0,309.6,313,0,0
SPXW190628C03300000,0,0,0.4,0.6,0,1051,SPXW190628P03300000,0,0,359.1,362.6,0,0
SPXW190628C03350000,0,0,0.25,0.5,0,25,SPXW190628P03350000,0,0,408.7,412.2,0,0
SPXW190628C03400000,0,0,0.15,0.35,0,306,SPXW190628P03400000,0,0,458.4,461.9,0,5
SPXW190628C03500000,0,0,0,0.2,0,161,SPXW190628P03500000,0,0,557.8,561.2,0,2
SPXW190628C03600000,0,0,0,0.15,0,55,SPXW190628P03600000,0,0,657.2,660.7,0,0
SPXW190628C03700000,0,0,0,0.15,0,4,SPXW190628P03700000,0,0,756.7,760.1,0,0
SPXW190628C03800000,0,0,0,0.15,0,9,SPXW190628P03800000,0,0,856.2,859.6,0,0
SPXW190628C03900000,0,0,0,0.1,0,131,SPXW190628P03900000,0,0,955.7,959.2,0,0
SPX190719C01000000,0,0,1925.6,1929.4,0,0,SPX190719P01000000,0,0,0,0.2,0,2125
SPXW190719C01000000,0,0,1925.9,1929.4,0,0,SPXW190719P01000000,0.05,0,0,0.1,18,318
SPX190719C01100000,0,0,1826.3,1830,0,0,SPX190719P01100000,0,0,0,0.2,0,0
SPXW190719C01100000,0,0,1826.5,1830,0,0,SPXW190719P01100000,0,0,0,0.1,0,0
SPX190719C01200000,0,0,1726.9,1730.7,0,0,SPX190719P01200000,0,0,0,0.25,0,25660
SPXW190719C01200000,0,0,1727.2,1730.7,0,0,SPXW190719P01200000,0,0,0,0.15,0,0
SPX190719C01300000,0,0,1627.9,1631.4,0,0,SPX190719P01300000,0,0,0,0.3,0,73
SPXW190719C01300000,0,0,1627.9,1631.4,0,0,SPXW190719P01300000,0,0,0,0.2,0,55
SPX190719C01375000,0,0,1553.1,1556.9,0,0,SPX190719P01375000,0,0,0,0.3,0,180
SPXW190719C01375000,0,0,1553.4,1556.9,0,0,SPXW190719P01375000,0,0,0.05,0.25,0,0
SPX190719C01400000,0,0,1528.5,1532,0,0,SPX190719P01400000,0,0,0.05,0.35,0,33
SPXW190719C01400000,0,0,1528.6,1532.1,0,0,SPXW190719P01400000,0,0,0.05,0.25,0,50
SPX190719C01425000,0,0,1503.5,1507.2,0,0,SPX190719P01425000,0,0,0.05,0.35,0,0
SPXW190719C01425000,0,0,1503.7,1507.2,0,0,SPXW190719P01425000,0,0,0.05,0.25,0,0
SPX190719C01450000,0,0,1478.6,1482.4,0,0,SPX190719P01450000,0,0,0.05,0.35,0,16
SPXW190719C01450000,0,0,1478.9,1482.4,0,0,SPXW190719P01450000,0,0,0.1,0.3,0,5
SPX190719C01475000,0,0,1453.8,1457.6,0,0,SPX190719P01475000,0,0,0.1,0.4,0,7
SPXW190719C01475000,0,0,1454.1,1457.6,0,0,SPXW190719P01475000,0,0,0.1,0.3,0,0
SPX190719C01500000,0,0,1429.2,1432.7,0,0,SPX190719P01500000,0,0,0.1,0.4,0,65
SPXW190719C01500000,0,0,1429.3,1432.8,0,0,SPXW190719P01500000,0,0,0.1,0.35,0,0
SPX190719C01525000,0,0,1404.2,1407.9,0,0,SPX190719P01525000,0,0,0.1,0.4,0,20
SPXW190719C01525000,0,0,1404.4,1407.9,0,0,SPXW190719P01525000,0,0,0.15,0.35,0,0
SPX190719C01550000,0,0,1379.4,1383.1,0,0,SPX190719P01550000,0.3,0,0.15,0.45,50,2810
SPXW190719C01550000,0,0,1379.6,1383.1,0,0,SPXW190719P01550000,0,0,0.15,0.35,0,0
SPX190719C01575000,0,0,1354.5,1358.3,0,0,SPX190719P01575000,0,0,0.15,0.45,0,20
SPXW190719C01575000,0,0,1354.8,1358.3,0,0,SPXW190719P01575000,0,0,0.2,0.4,0,0
SPX190719C01600000,0,0,1329.7,1333.5,0,0,SPX190719P01600000,0.37,0.02,0.2,0.5,200,18860
SPXW190719C01600000,0,0,1330,1333.5,0,0,SPXW190719P01600000,0,0,0.2,0.45,0,0
SPX190719C01625000,0,0,1305.2,1308.7,0,0,SPX190719P01625000,0,0,0.25,0.55,0,5640
SPXW190719C01625000,0,0,1305.2,1308.7,0,0,SPXW190719P01625000,0,0,0.25,0.45,0,8
SPX190719C01650000,0,0,1280.4,1283.8,0,0,SPX190719P01650000,0,0,0.25,0.55,0,12203
SPXW190719C01650000,0,0,1280.4,1283.9,0,0,SPXW190719P01650000,0,0,0.25,0.5,0,4
SPX190719C01675000,0,0,1255.5,1259,0,0,SPX190719P01675000,0,0,0.3,0.6,0,189
SPXW190719C01675000,0,0,1255.6,1259,0,0,SPXW190719P01675000,0.45,-0.025,0.3,0.55,28,31
SPX190719C01700000,0,0,1230.7,1234.2,0,0,SPX190719P01700000,0,0,0.35,0.65,0,23173
SPXW190719C01700000,0,0,1230.8,1234.2,0,0,SPXW190719P01700000,0,0,0.35,0.55,0,0
SPX190719C01725000,0,0,1205.9,1209.4,0,0,SPX190719P01725000,0,0,0.35,0.65,0,96
SPXW190719C01725000,0,0,1206,1209.4,0,0,SPXW190719P01725000,0,0,0.4,0.6,0,0
SPX190719C01750000,0,0,1181.1,1184.6,0,0,SPX190719P01750000,0,0,0.4,0.7,0,5645
SPXW190719C01750000,0,0,1181.2,1184.6,0,0,SPXW190719P01750000,0,0,0.4,0.65,0,91
SPX190719C01775000,0,0,1156.3,1159.8,0,0,SPX190719P01775000,0,0,0.45,0.75,0,2880
SPXW190719C01775000,0,0,1156.4,1159.8,0,0,SPXW190719P01775000,0,0,0.45,0.7,0,5
SPX190719C01800000,0,0,1131.6,1135,0,1,SPX190719P01800000,0.7,0.025,0.5,0.8,35,1451
SPXW190719C01800000,0,0,1131.6,1135,0,0,SPXW190719P01800000,0,0,0.5,0.75,0,0
SPX190719C01825000,0,0,1106.8,1110.2,0,0,SPX190719P01825000,0,0,0.55,0.85,0,70
SPXW190719C01825000,0,0,1106.8,1110.3,0,0,SPXW190719P01825000,0,0,0.6,0.8,0,34
SPX190719C01850000,0,0,1081.7,1085.5,0,0,SPX190719P01850000,0,0,0.6,0.9,0,43
SPXW190719C01850000,0,0,1082,1085.5,0,0,SPXW190719P01850000,0,0,0.65,0.9,0,0
SPX190719C01875000,0,0,1057,1060.7,0,0,SPX190719P01875000,0,0,0.7,0.95,0,69
SPXW190719C01875000,0,0,1057.2,1060.7,0,0,SPXW190719P01875000,0,0,0.7,0.95,0,51
SPX190719C01900000,0,0,1032.4,1035.9,0,0,SPX190719P01900000,0,0,0.75,1.05,0,5376
SPXW190719C01900000,0,0,1032.5,1035.9,0,0,SPXW190719P01900000,0.91,-0.065,0.75,1.05,25,108
SPX190719C01925000,0,0,1007.7,1011.1,0,0,SPX190719P01925000,0,0,0.8,1.1,0,1550
SPXW190719C01925000,0,0,1007.7,1011.2,0,0,SPXW190719P01925000,0,0,0.85,1.1,0,17
SPX190719C01950000,0,0,982.7,986.4,0,0,SPX190719P01950000,0,0,0.9,1.2,0,179
SPXW190719C01950000,0,0,982.9,986.4,0,0,SPXW190719P01950000,0,0,0.95,1.2,0,11
SPX190719C01970000,0,0,962.9,966.6,0,0,SPX190719P01970000,0,0,1,1.3,0,2006
SPXW190719C01970000,0,0,963.1,966.6,0,0,SPXW190719P01970000,0,0,1,1.3,0,0
SPX190719C01975000,0,0,958.2,961.6,0,0,SPX190719P01975000,0,0,1,1.3,0,150
SPXW190719C01975000,0,0,958.2,961.6,0,0,SPXW190719P01975000,0,0,1.05,1.3,0,7
SPX190719C01980000,0,0,953,956.7,0,0,SPX190719P01980000,1.2,-0.05,1,1.3,2,8
SPXW190719C01980000,0,0,953.2,956.7,0,0,SPXW190719P01980000,0,0,1.05,1.3,0,124
SPX190719C01990000,0,0,943.1,946.8,0,0,SPX190719P01990000,0,0,1.05,1.35,0,159
SPXW190719C01990000,0,0,943.3,946.8,0,3,SPXW190719P01990000,0,0,1.1,1.35,0,105
SPX190719C02000000,0,0,933.2,936.9,0,0,SPX190719P02000000,1.25,-0.125,1.1,1.4,57,1310
SPXW190719C02000000,0,0,933.5,936.9,0,0,SPXW190719P02000000,0,0,1.15,1.4,0,2
SPX190719C02010000,0,0,923.5,927,0,0,SPX190719P02010000,0,0,1.15,1.45,0,10
SPXW190719C02010000,0,0,923.6,927,0,0,SPXW190719P02010000,0,0,1.15,1.45,0,4
SPX190719C02020000,0,0,913.6,917.1,0,0,SPX190719P02020000,0,0,1.2,1.5,0,79
SPXW190719C02020000,0,0,913.7,917.1,0,0,SPXW190719P02020000,0,0,1.2,1.5,0,7
SPX190719C02025000,0,0,908.7,912.1,0,0,SPX190719P02025000,1.45,-0.075,1.2,1.5,789,7966
SPXW190719C02025000,0,0,908.7,912.2,0,0,SPXW190719P02025000,0,0,1.25,1.5,0,14
SPX190719C02030000,0,0,903.8,907.2,0,0,SPX190719P02030000,0,0,1.25,1.55,0,10
SPXW190719C02030000,0,0,903.8,907.2,0,0,SPXW190719P02030000,0,0,1.25,1.55,0,15
SPX190719C02040000,0,0,893.9,897.3,0,0,SPX190719P02040000,0,0,1.3,1.6,0,9
SPXW190719C02040000,0,0,893.9,897.3,0,0,SPXW190719P02040000,0,0,1.3,1.6,0,12
SPX190719C02050000,0,0,884,887.4,0,1,SPX190719P02050000,1.5,-0.1,1.35,1.65,1735,2933
SPXW190719C02050000,0,0,884,887.4,0,0,SPXW190719P02050000,0,0,1.35,1.65,0,47
SPX190719C02060000,0,0,874.1,877.5,0,0,SPX190719P02060000,0,0,1.4,1.7,0,11
SPXW190719C02060000,0,0,874.1,877.6,0,0,SPXW190719P02060000,0,0,1.4,1.7,0,13
SPX190719C02070000,0,0,864,867.7,0,0,SPX190719P02070000,0,0,1.45,1.75,0,3
SPXW190719C02070000,0,0,864.2,867.7,0,0,SPXW190719P02070000,1.58,-0.145,1.45,1.75,1,16
SPX190719C02075000,0,0,859.3,862.7,0,0,SPX190719P02075000,1.66,-0.09,1.45,1.75,30,227
SPXW190719C02075000,0,0,859.3,862.7,0,0,SPXW190719P02075000,1.63,-0.145,1.5,1.8,3,9
SPX190719C02080000,0,0,854.1,857.8,0,0,SPX190719P02080000,1.75,-0.05,1.5,1.8,12,18
SPXW190719C02080000,0,0,854.4,857.8,0,0,SPXW190719P02080000,0,0,1.5,1.8,0,0
SPX190719C02090000,0,0,844.4,847.9,0,0,SPX190719P02090000,0,0,1.55,1.85,0,7
SPXW190719C02090000,0,0,844.5,847.9,0,0,SPXW190719P02090000,0,0,1.6,1.9,0,0
SPX190719C02100000,0,0,834.6,838,0,0,SPX190719P02100000,0,0,1.6,1.9,0,7240
SPXW190719C02100000,0,0,834.6,838,0,0,SPXW190719P02100000,0,0,1.65,1.95,0,168
SPX190719C02110000,0,0,824.7,828.1,0,0,SPX190719P02110000,0,0,1.65,1.95,0,323
SPXW190719C02110000,0,0,824.7,828.2,0,0,SPXW190719P02110000,0,0,1.7,2,0,2
SPX190719C02120000,0,0,814.6,818.3,0,0,SPX190719P02120000,0,0,1.7,2.05,0,6
SPXW190719C02120000,0,0,814.9,818.3,0,0,SPXW190719P02120000,0,0,1.75,2.05,0,98
SPX190719C02125000,0,0,809.9,813.3,0,0,SPX190719P02125000,1.93,-0.17,1.75,2.05,198,584
SPXW190719C02125000,0,0,809.9,813.3,0,0,SPXW190719P02125000,0,0,1.8,2.1,0,16
SPX190719C02130000,0,0,805,808.4,0,0,SPX190719P02130000,0,0,1.8,2.1,0,4
SPXW190719C02130000,0,0,805,808.4,0,0,SPXW190719P02130000,0,0,1.85,2.15,0,0
SPX190719C02140000,0,0,795.1,798.5,0,0,SPX190719P02140000,0,0,1.85,2.15,0,16
SPXW190719C02140000,0,0,795.1,798.5,0,0,SPXW190719P02140000,0,0,1.9,2.2,0,94
SPX190719C02150000,0,0,785,788.6,0,0,SPX190719P02150000,2.25,-0.05,1.95,2.25,1,2226
SPXW190719C02150000,0,0,785.3,788.7,0,0,SPXW190719P02150000,0,0,2,2.3,0,51
SPX190719C02160000,0,0,775.4,778.8,0,0,SPX190719P02160000,0,0,2,2.3,0,571
SPXW190719C02160000,0,0,775.4,778.8,0,0,SPXW190719P02160000,0,0,2.05,2.35,0,28
SPX190719C02170000,0,0,765.3,768.9,0,0,SPX190719P02170000,0,0,2.1,2.4,0,4
SPXW190719C02170000,0,0,765.6,769,0,0,SPXW190719P02170000,0,0,2.15,2.45,0,0
SPX190719C02175000,0,0,760.6,764,0,0,SPX190719P02175000,2.3,-0.225,2.15,2.45,9,1733
SPXW190719C02175000,0,0,760.6,764,0,0,SPXW190719P02175000,0,0,2.15,2.45,0,30
SPX190719C02180000,0,0,755.7,759.1,0,0,SPX190719P02180000,0,0,2.15,2.5,0,819
SPXW190719C02180000,0,0,755.7,759.1,0,0,SPXW190719P02180000,0,0,2.2,2.5,0,31
SPX190719C02190000,0,0,745.8,749.2,0,0,SPX190719P02190000,0,0,2.25,2.55,0,544
SPXW190719C02190000,0,0,745.8,749.2,0,0,SPXW190719P02190000,0,0,2.3,2.6,0,17
SPX190719C02200000,0,0,735.9,739.4,0,1,SPX190719P02200000,2.53,-0.22,2.35,2.65,198,2739
SPXW190719C02200000,0,0,736,739.4,0,0,SPXW190719P02200000,0,0,2.4,2.7,0,130
SPX190719C02210000,0,0,725.9,729.5,0,0,SPX190719P02210000,0,0,2.4,2.75,0,125
SPXW190719C02210000,0,0,726.2,729.5,0,0,SPXW190719P02210000,0,0,2.45,2.8,0,0
SPX190719C02220000,0,0,716.3,719.7,0,0,SPX190719P02220000,2.7,-0.3,2.5,2.85,1,8
SPXW190719C02220000,0,0,716.3,719.7,0,0,SPXW190719P02220000,0,0,2.55,2.9,0,128
SPX190719C02225000,0,0,711.1,714.7,0,0,SPX190719P02225000,0,0,2.55,2.9,0,1146
SPXW190719C02225000,0,0,711.4,714.8,0,0,SPXW190719P02225000,2.8,-0.3,2.6,2.9,2,83
SPX190719C02230000,0,0,706.2,709.8,0,0,SPX190719P02230000,2.83,-0.27,2.6,2.95,5,8
SPXW190719C02230000,0,0,706.5,709.9,0,0,SPXW190719P02230000,0,0,2.65,2.95,0,0
SPX190719C02240000,0,0,696.6,700,0,0,SPX190719P02240000,0,0,2.7,3.1,0,3
SPXW190719C02240000,0,0,696.6,700,0,0,SPXW190719P02240000,0,0,2.75,3.1,0,22
SPX190719C02245000,0,0,691.7,695.1,0,0,SPX190719P02245000,0,0,2.75,3.1,0,6
SPXW190719C02245000,0,0,691.7,695.1,0,0,SPXW190719P02245000,0,0,2.85,3.2,0,59
SPX190719C02250000,0,0,686.8,690.1,0,0,SPX190719P02250000,3,-0.35,2.8,3.2,106,3061
SPXW190719C02250000,0,0,686.8,690.2,0,0,SPXW190719P02250000,0,0,2.9,3.2,0,584
SPX190719C02255000,0,0,681.6,685.2,0,0,SPX190719P02255000,0,0,2.85,3.2,0,3
SPXW190719C02255000,0,0,681.9,685.3,0,0,SPXW190719P02255000,0,0,2.95,3.3,0,66
SPX190719C02260000,0,0,676.7,680.3,0,0,SPX190719P02260000,0,0,2.9,3.3,0,3
SPXW190719C02260000,0,0,677,680.4,0,0,SPXW190719P02260000,0,0,3,3.3,0,41
SPX190719C02265000,0,0,671.8,675.4,0,0,SPX190719P02265000,0,0,2.95,3.3,0,112
SPXW190719C02265000,0,0,672.1,675.4,0,0,SPXW190719P02265000,0,0,3,3.4,0,100
SPX190719C02270000,0,0,666.9,670.5,0,0,SPX190719P02270000,3.3,-0.3,3,3.4,3,6
SPXW190719C02270000,0,0,667.2,670.5,0,0,SPXW190719P02270000,0,0,3.1,3.4,0,58
SPX190719C02275000,0,0,662,665.6,0,0,SPX190719P02275000,3.34,-0.31,3.1,3.4,4,2361
SPXW190719C02275000,0,0,662.3,665.6,0,0,SPXW190719P02275000,0,0,3.1,3.5,0,2
SPX190719C02280000,0,0,657.1,660.7,0,0,SPX190719P02280000,0,0,3.1,3.5,0,112
SPXW190719C02280000,0,0,657.4,660.7,0,0,SPXW190719P02280000,0,0,3.2,3.6,0,1
SPX190719C02285000,0,0,652.4,655.8,0,0,SPX190719P02285000,0,0,3.2,3.6,0,353
SPXW190719C02285000,0,0,652.5,655.8,0,0,SPXW190719P02285000,3.5,-0.35,3.3,3.6,100,132
SPX190719C02290000,0,0,647.5,650.9,0,0,SPX190719P02290000,0,0,3.3,3.6,0,7
SPXW190719C02290000,0,0,647.5,650.9,0,0,SPXW190719P02290000,0,0,3.3,3.7,0,25
SPX190719C02295000,0,0,642.6,645.9,0,0,SPX190719P02295000,0,0,3.3,3.7,0,117
SPXW190719C02295000,0,0,642.6,646,0,0,SPXW190719P02295000,0,0,3.4,3.7,0,13
SPX190719C02300000,0,0,637.7,641,0,0,SPX190719P02300000,3.6,-0.45,3.4,3.8,2,4211
SPXW190719C02300000,0,0,637.7,641.1,0,0,SPXW190719P02300000,3.75,-0.35,3.5,3.8,1,763
SPX190719C02305000,0,0,632.8,636.1,0,0,SPX190719P02305000,0,0,3.5,3.8,0,694
SPXW190719C02305000,0,0,632.8,636.2,0,0,SPXW190719P02305000,0,0,3.5,3.9,0,0
SPX190719C02310000,0,0,627.9,631.2,0,0,SPX190719P02310000,0,0,3.5,3.9,0,1
SPXW190719C02310000,0,0,627.9,631.3,0,0,SPXW190719P02310000,0,0,3.6,4,0,32
SPX190719C02315000,0,0,623,626.3,0,0,SPX190719P02315000,0,0,3.6,4,0,425
SPXW190719C02315000,0,0,623.1,626.4,0,0,SPXW190719P02315000,0,0,3.7,4,0,22
SPX190719C02320000,0,0,618.1,621.4,0,0,SPX190719P02320000,0,0,3.7,4,0,5
SPXW190719C02320000,0,0,618.2,621.5,0,0,SPXW190719P02320000,0,0,3.7,4.1,0,36
SPX190719C02325000,0,0,613.2,616.5,0,0,SPX190719P02325000,3.9,-0.55,3.8,4.1,34,2418
SPXW190719C02325000,0,0,613,616.3,0,0,SPXW190719P02325000,0,0,3.8,4.2,0,134
SPX190719C02330000,0,0,608.3,611.6,0,0,SPX190719P02330000,0,0,3.8,4.2,0,0
SPXW190719C02330000,0,0,608.1,611.4,0,0,SPXW190719P02330000,0,0,3.9,4.2,0,0
SPX190719C02335000,0,0,603.4,606.7,0,0,SPX190719P02335000,0,0,3.9,4.3,0,0
SPXW190719C02335000,0,0,603.5,606.8,0,0,SPXW190719P02335000,0,0,4,4.3,0,0
SPX190719C02340000,0,0,598.3,601.9,0,0,SPX190719P02340000,0,0,4,4.3,0,76
SPXW190719C02340000,0,0,598.6,601.9,0,0,SPXW190719P02340000,0,0,4.1,4.4,0,9
SPX190719C02345000,0,0,593.4,597,0,0,SPX190719P02345000,0,0,4.1,4.4,0,0
SPXW190719C02345000,0,0,593.5,596.8,0,0,SPXW190719P02345000,0,0,4.1,4.5,0,25
SPX190719C02350000,0,0,588.5,592.1,0,0,SPX190719P02350000,4.5,-0.4,4.2,4.5,6,1323
SPXW190719C02350000,0,0,588.6,592.1,0,0,SPXW190719P02350000,4.51,-0.44,4.2,4.6,4,77
SPX190719C02355000,0,0,583.9,587.2,0,0,SPX190719P02355000,0,0,4.2,4.6,0,5
SPXW190719C02355000,0,0,583.9,587.2,0,0,SPXW190719P02355000,0,0,4.3,4.6,0,26
SPX190719C02360000,0,0,579,582.3,0,0,SPX190719P02360000,0,0,4.3,4.7,0,753
SPXW190719C02360000,0,0,579.1,582.3,0,0,SPXW190719P02360000,0,0,4.4,4.7,0,16
SPX190719C02365000,0,0,574.1,577.4,0,0,SPX190719P02365000,0,0,4.4,4.7,0,0
SPXW190719C02365000,0,0,574.2,577.5,0,0,SPXW190719P02365000,0,0,4.5,4.8,0,117
SPX190719C02370000,0,0,569,572.5,0,0,SPX190719P02370000,0,0,4.5,4.8,0,0
SPXW190719C02370000,0,0,569.1,572.3,0,0,SPXW190719P02370000,0,0,4.6,4.9,0,45
SPX190719C02375000,0,0,564.1,567.6,0,0,SPX190719P02375000,4.86,-0.59,4.6,4.9,34,458
SPXW190719C02375000,0,0,564.2,567.5,0,0,SPXW190719P02375000,0,0,4.6,5,0,100
SPX190719C02380000,0,0,559.5,562.8,0,0,SPX190719P02380000,0,0,4.7,5,0,3
SPXW190719C02380000,0,0,559.3,562.8,0,0,SPXW190719P02380000,0,0,4.7,5.1,0,36
SPX190719C02385000,0,0,554.6,557.9,0,0,SPX190719P02385000,0,0,4.8,5.1,0,75
SPXW190719C02385000,0,0,554.7,557.9,0,0,SPXW190719P02385000,0,0,4.8,5.2,0,5
SPX190719C02390000,0,0,549.5,553,0,0,SPX190719P02390000,0,0,4.9,5.2,0,3
SPXW190719C02390000,0,0,549.6,552.8,0,0,SPXW190719P02390000,0,0,4.9,5.3,0,32
SPX190719C02395000,0,0,544.6,548.1,0,0,SPX190719P02395000,0,0,5,5.3,0,0
SPXW190719C02395000,0,0,544.7,548.2,0,0,SPXW190719P02395000,0,0,5,5.4,0,103
SPX190719C02400000,0,0,539.7,543,0,1,SPX190719P02400000,5.37,-0.58,5.1,5.4,73,3403
SPXW190719C02400000,0,0,540.1,543.3,0,0,SPXW190719P02400000,5.2,-0.85,5.1,5.5,3,128
SPX190719C02405000,0,0,534.9,538.4,0,0,SPX190719P02405000,0,0,5.2,5.5,0,74
SPXW190719C02405000,0,0,535,538.2,0,0,SPXW190719P02405000,5.35,-0.8,5.2,5.6,1,1
SPX190719C02410000,0,0,530.3,533.5,0,0,SPX190719P02410000,0,0,5.3,5.6,0,1
SPXW190719C02410000,0,0,530.1,533.6,0,0,SPXW190719P02410000,0,0,5.4,5.7,0,19
SPX190719C02415000,0,0,525.2,528.4,0,0,SPX190719P02415000,0,0,5.4,5.7,0,71
SPXW190719C02415000,0,0,525.3,528.5,0,0,SPXW190719P02415000,0,0,5.5,5.8,0,9
SPX190719C02420000,0,0,520.3,523.8,0,0,SPX190719P02420000,0,0,5.5,5.8,0,318
SPXW190719C02420000,0,0,520.4,523.6,0,0,SPXW190719P02420000,6,-0.55,5.6,5.9,6,160
SPX190719C02425000,0,0,515.7,519,0,0,SPX190719P02425000,5.81,-0.79,5.6,6,233,1437
SPXW190719C02425000,0,0,515.8,519,0,0,SPXW190719P02425000,0,0,5.7,6,0,12
SPX190719C02430000,0,0,510.6,514.1,0,0,SPX190719P02430000,0,0,5.7,6.1,0,14
SPXW190719C02430000,0,0,510.7,513.9,0,0,SPXW190719P02430000,0,0,5.8,6.1,0,10
SPX190719C02435000,0,0,506,509.2,0,0,SPX190719P02435000,0,0,5.9,6.2,0,0
SPXW190719C02435000,0,0,506.1,509.3,0,0,SPXW190719P02435000,0,0,5.9,6.3,0,25
SPX190719C02440000,0,0,500.9,504.4,0,0,SPX190719P02440000,0,0,6,6.3,0,10
SPXW190719C02440000,0,0,501,504.2,0,0,SPXW190719P02440000,6.5,-0.6,6,6.4,5,15
SPX190719C02445000,0,0,496.1,499.3,0,0,SPX190719P02445000,0,0,6.1,6.4,0,733
SPXW190719C02445000,0,0,496.2,499.4,0,0,SPXW190719P02445000,0,0,6.2,6.5,0,16
SPX190719C02450000,0,0,491.2,494.7,0,0,SPX190719P02450000,6.38,-0.92,6.2,6.6,30,5558
SPXW190719C02450000,0,0,491.3,494.5,0,0,SPXW190719P02450000,6.38,-1.02,6.3,6.7,1,2338
